local_id,guid,title,filename,uid,start_time,end_time,idle,uploaded,chunked
94,9BFDF8FB-6f93-4c4b-8af4-184dbe99f35a,HackNews - Home,Safari,4426117,1573308061,1573308106,0,0,0
95,CBD623B7-6f93-4c4b-8af4-184dbe99f35a,Toggl - Download page,Safari,4426117,1573308211,1573308256,0,0,0
96,1555A3BF-6f93-4c4b-8af4-184dbe99f35a,Settings,TogglDesktop,4426117,1573308381,1573308426,0,0,0
97,274ECEA3-6f93-4c4b-8af4-184dbe99f35a,Toggl Desktop,TogglDesktop,4426117,1573308531,1573308576,0,0,0
98,B3911BD3-6f93-4c4b-8af4-184dbe99f35a,Settings,Safari,4426117,1573308701,1573308746,0,0,0
99,FE215F57-6f93-4c4b-8af4-184dbe99f35a,Settings,Telegram,4426117,1573308851,1573308896,0,0,0
100,F6DE374B-6f93-4c4b-8af4-184dbe99f35a,Toggl Dashboard Timer,Safari,4426117,1573309021,1573309066,0,0,0
101,1269C87C-6f93-4c4b-8af4-184dbe99f35a,Google,TogglDesktop,4426117,1573309171,1573309216,0,0,0
102,556627FE-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,Telegram,4426117,1573309466,1573309511,0,0,0
103,0B606816-6f93-4c4b-8af4-184dbe99f35a,Toggl - Download page,TogglDesktop,4426117,1573309616,1573309661,0,0,0
104,826DCC9C-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,Telegram,4426117,1573309786,1573309831,0,0,0
105,6462B3F6-6f93-4c4b-8af4-184dbe99f35a,Settings,Safari,4426117,1573309936,1573309981,0,0,0
106,1B06F1CE-6f93-4c4b-8af4-184dbe99f35a,Toggl Github,TogglDesktop,4426117,1573310106,1573310151,0,0,0
107,25880BF9-6f93-4c4b-8af4-184dbe99f35a,Toggl Dashboard Timer,TogglDesktop,4426117,1573310256,1573310301,0,0,0
108,AEEFC87F-6f93-4c4b-8af4-184dbe99f35a,Gmai - toggl.com,Telegram,4426117,1573310426,1573310471,0,0,0
109,31923050-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,Telegram,4426117,1573310576,1573310621,0,0,0
110,583F3434-6f93-4c4b-8af4-184dbe99f35a,Gmai - toggl.com,Safari,4426117,1573310746,1573310791,0,0,0
111,9E0C095C-6f93-4c4b-8af4-184dbe99f35a,How Google’s featured snippets work - Google Search Help,Safari,4426117,1573310896,1573310941,0,0,0
112,8751BA74-6f93-4c4b-8af4-184dbe99f35a,Google,TogglDesktop,4426117,1573311066,1573311111,0,0,0
113,F860B589-6f93-4c4b-8af4-184dbe99f35a,Toggl Desktop,Safari,4426117,1573311216,1573311261,0,0,0
114,6B542D51-6f93-4c4b-8af4-184dbe99f35a,Toggl Dashboard Timer,Telegram,4426117,1573311511,1573311556,0,0,0
115,68E014B3-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,Safari,4426117,1573311661,1573311706,0,0,0
116,E006636E-6f93-4c4b-8af4-184dbe99f35a,How Google’s featured snippets work - Google Search Help,Telegram,4426117,1573311831,1573311876,0,0,0
117,A2453FB8-6f93-4c4b-8af4-184dbe99f35a,Telegram,Safari,4426117,1573311981,1573312026,0,0,0
118,08218EEA-6f93-4c4b-8af4-184dbe99f35a,How Google’s featured snippets work - Google Search Help,Terminus,4426117,1573312151,1573312196,0,0,0
119,7CA6A70D-6f93-4c4b-8af4-184dbe99f35a,Twitter - Toggl,Telegram,4426117,1573312301,1573312346,0,0,0
120,8E730C77-6f93-4c4b-8af4-184dbe99f35a,Telegram,Safari,4426117,1573312471,1573312516,0,0,0
121,F4FEC701-6f93-4c4b-8af4-184dbe99f35a,Toggl Dashboard Timer,Safari,4426117,1573312621,1573312666,0,0,0
122,D775BA3F-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,Telegram,4426117,1573312791,1573312836,0,0,0
123,39F7A4E7-6f93-4c4b-8af4-184dbe99f35a,Google,Safari,4426117,1573312941,1573312986,0,0,0
124,77412C6D-6f93-4c4b-8af4-184dbe99f35a,Telegram,TogglDesktop,4426117,1573313111,1573313156,0,0,0
125,12928E7B-6f93-4c4b-8af4-184dbe99f35a,Toggl - Download page,TogglDesktop,4426117,1573313261,1573313306,0,0,0
126,D54751B4-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,Terminus,4426117,1573313556,1573313601,0,0,0
127,96E8CC12-6f93-4c4b-8af4-184dbe99f35a,Toggl - Download page,Terminus,4426117,1573313706,1573313751,0,0,0
128,ADCE5F4F-6f93-4c4b-8af4-184dbe99f35a,Toggl Dashboard Timer,Terminus,4426117,1573313876,1573313921,0,0,0
129,2DD939F9-6f93-4c4b-8af4-184dbe99f35a,Twitter - Toggl,Telegram,4426117,1573314026,1573314071,0,0,0
130,D19E149A-6f93-4c4b-8af4-184dbe99f35a,How Google’s featured snippets work - Google Search Help,Terminus,4426117,1573314196,1573314241,0,0,0
131,8741FAE0-6f93-4c4b-8af4-184dbe99f35a,Toggl Desktop,Telegram,4426117,1573314346,1573314391,0,0,0
132,2C34ACB1-6f93-4c4b-8af4-184dbe99f35a,Toggl Dashboard Timer,Telegram,4426117,1573314516,1573314561,0,0,0
133,C8A4BC71-6f93-4c4b-8af4-184dbe99f35a,Settings,Safari,4426117,1573314666,1573314711,0,0,0
134,59490FDB-6f93-4c4b-8af4-184dbe99f35a,Toggl - Download page,Terminus,4426117,1573314836,1573314881,0,0,0
135,FD073E77-6f93-4c4b-8af4-184dbe99f35a,Gmai - toggl.com,Safari,4426117,1573314986,1573315031,0,0,0
136,60A51D4E-6f93-4c4b-8af4-184dbe99f35a,Telegram,Telegram,4426117,1573315156,1573315201,0,0,0
137,A7C90FAF-6f93-4c4b-8af4-184dbe99f35a,Toggl Desktop,Safari,4426117,1573315306,1573315351,0,0,0
138,14BC1AB9-6f93-4c4b-8af4-184dbe99f35a,Facebook - Home,TogglDesktop,4426117,1573315601,1573315646,0,0,0
139,E842B817-6f93-4c4b-8af4-184dbe99f35a,Google,Telegram,4426117,1573315751,1573315796,0,0,0
140,EA0EA33C-6f93-4c4b-8af4-184dbe99f35a,Toggl Desktop,Telegram,4426117,1573315921,1573315966,0,0,0
141,2891C0B8-6f93-4c4b-8af4-184dbe99f35a,Telegram,Safari,4426117,1573316071,1573316116,0,0,0
142,5CAEA624-6f93-4c4b-8af4-184dbe99f35a,Telegram,TogglDesktop,4426117,1573316241,1573316286,0,0,0
143,D0384F29-6f93-4c4b-8af4-184dbe99f35a,Toggl Desktop,Safari,4426117,1573316391,1573316436,0,0,0
144,634B4DC1-6f93-4c4b-8af4-184dbe99f35a,How Google’s featured snippets work - Google Search Help,Terminus,4426117,1573316561,1573316606,0,0,0
145,7ad0af07-159b-4c22-8a68-77de40147c62,Settings,Safari,4426117,1573316711,1573316756,0,0,0
146,e10ac050-1478-4ac6-bfa1-87131d21e92a,Facebook - Home,Terminus,4426117,1573316881,1573316926,0,0,0
147,02204404-28a4-407d-9457-c76d2e791b10,Toggl - Download page,Terminus,4426117,1573317031,1573317076,0,0,0
148,9c9eb722-5b2d-46fe-a1d6-c78cd5082995,Toggl Github,TogglDesktop,4426117,1573317201,1573317246,0,0,0
149,5b65918a-6c52-4f5d-860a-fb321a599c1b,Settings,Terminus,4426117,1573317351,1573317396,0,0,0
150,7350a221-18ad-418b-8239-4c1138a28389,Toggl Dashboard Timer,Telegram,4426117,1573317646,1573317691,0,0,0
151,4d710019-d367-4783-a82c-6dc4654115ee,Toggl Github,TogglDesktop,4426117,1573317796,1573317841,0,0,0
152,9a1d0426-b3ac-4ceb-9817-e4c49a42b2c2,Toggl - Download page,Terminus,4426117,1573317966,1573318011,0,0,0
153,94f9b76e-e4a9-4761-89eb-8c54a0a77e63,Toggl - Download page,Safari,4426117,1573318116,1573318161,0,0,0
154,6ab5784e-428d-419b-ae71-574093f515d1,Toggl Desktop,Telegram,4426117,1573318286,1573318331,0,0,0
155,4613e7b0-7e31-4012-bb11-9308f77b6276,Toggl - Download page,TogglDesktop,4426117,1573318436,1573318481,0,0,0
156,e7877e5a-ea4b-4b47-a8a2-ce5a4b063356,Gmai - toggl.com,Safari,4426117,1573318606,1573318651,0,0,0
157,63b4d1d4-8302-48c9-83d0-d2ecbde69104,Settings,Safari,4426117,1573318756,1573318801,0,0,0
158,12e900e0-9270-484b-8610-dc782f009c36,HackNews - Home,Safari,4426117,1573318926,1573318971,0,0,0
159,835d4eac-9ebc-4873-83b8-5a71deac9eeb,Google,Telegram,4426117,1573319076,1573319121,0,0,0
160,db5e6814-4ff1-4ea7-8669-1589653bd659,Toggl Github,Telegram,4426117,1573319246,1573319291,0,0,0
161,9426a856-0c7e-4930-9b86-e96e9ab091e5,HackNews - Home,Safari,4426117,1573319396,1573319441,0,0,0
162,a738281a-95e1-4596-a4d1-4734347580b3,Google,TogglDesktop,4426117,1573319691,1573319736,0,0,0
163,a2f93325-86d5-46fb-9cf4-3f74c39ca5bb,Telegram,Telegram,4426117,1573319841,1573319886,0,0,0
164,23b5575a-c63d-4be7-b242-d8c51b60373e,Telegram,Terminus,4426117,1573320011,1573320056,0,0,0
165,1a153186-7466-45bd-add2-0729c0be3b7c,Toggl Github,Terminus,4426117,1573320161,1573320206,0,0,0
166,0513345a-c6b6-46cd-8a5f-435d5a96ec29,Gmai - toggl.com,Safari,4426117,1573320331,1573320376,0,0,0
167,2443b5a2-f9a6-4da0-bf4a-d584b73fea5e,Telegram,TogglDesktop,4426117,1573320481,1573320526,0,0,0
168,aa25f8b0-398f-4208-97bd-df42c8a926cf,Gmai - toggl.com,Telegram,4426117,1573320651,1573320696,0,0,0
169,a896de95-ee1d-4870-9a12-46887b9127d3,Facebook - Home,Telegram,4426117,1573320801,1573320846,0,0,0
170,96a84621-7a90-4283-906d-8088189309b8,How Google’s featured snippets work - Google Search Help,Safari,4426117,1573320971,1573321016,0,0,0
171,8ca2900b-55ff-4e09-a1c8-300b4e9db42d,Facebook - Home,Safari,4426117,1573321121,1573321166,0,0,0
172,0e818d38-8cb9-4736-8d08-4b29604fe87a,Settings,Terminus,4426117,1573321291,1573321336,0,0,0
173,44e81152-72de-4e06-a073-06db4de851e6,Gmai - toggl.com,Telegram,4426117,1573321441,1573321486,0,0,0
174,b45401b2-794e-4cc0-9156-979dc7b4a807,Telegram,Safari,4426117,1573321736,1573321781,0,0,0
175,69e2650b-5e93-4afb-95f1-d63e1d0c6db0,Toggl Desktop,Safari,4426117,1573321886,1573321931,0,0,0
176,9905dc75-608b-41c8-90e4-ef9708518e03,Gmai - toggl.com,Terminus,4426117,1573322056,1573322101,0,0,0
177,d70d8042-1e80-44c6-952e-c327bc5d1497,Toggl - Download page,TogglDesktop,4426117,1573322206,1573322251,0,0,0
178,509f9766-b723-4cac-9cc8-33c4b685b706,Toggl Github,Terminus,4426117,1573322376,1573322421,0,0,0
179,c3beb1c0-87f0-4470-b51f-c3bb7be0c2e3,Twitter - Toggl,Safari,4426117,1573322526,1573322571,0,0,0
180,0c475a8d-85b8-474d-bebd-dbc8a366b7fb,HackNews - Home,TogglDesktop,4426117,1573322696,1573322741,0,0,0
181,c4d0e664-b94b-43e5-9af6-3ab38b390127,Toggl Dashboard Timer,Terminus,4426117,1573322846,1573322891,0,0,0
182,522f9dec-e388-4e5a-8c05-412ccb68ce30,Gmai - toggl.com,Safari,4426117,1573323016,1573323061,0,0,0
183,186c3039-8760-4d56-ae93-55b7a5eefa26,Telegram,Telegram,4426117,1573323166,1573323211,0,0,0
184,0326fd39-3014-4204-bbc7-19b8d0b95ded,HackNews - Home,Telegram,4426117,1573323336,1573323381,0,0,0
185,51012938-d622-44e4-9651-2914be00a1cd,Telegram,Safari,4426117,1573323486,1573323531,0,0,0
186,606960c7-f793-4368-ab58-98fb3e1829a5,How Google’s featured snippets work - Google Search Help,Terminus,4426117,1573323781,1573323826,0,0,0
187,034e6593-8e41-4ac8-b7d8-11cc341464bd,Toggl - Download page,Telegram,4426117,1573323931,1573323976,0,0,0
188,250b521e-2688-4360-8a58-9b98987a9f50,Telegram,Safari,4426117,1573324101,1573324146,0,0,0
189,ce5c5854-563d-427d-9faf-c6ba67af6d99,Google,Safari,4426117,1573324251,1573324296,0,0,0
190,e5aef8fd-e558-4e03-aea3-443bcda6ba96,HackNews - Home,Safari,4426117,1573324421,1573324466,0,0,0
191,b7f866af-abae-4942-acd6-e72be486969c,Toggl Dashboard Timer,Terminus,4426117,1573324571,1573324616,0,0,0
192,24bd7c84-d1fd-46d9-9d4b-3eabe692ad21,Facebook - Home,Safari,4426117,1573324741,1573324786,0,0,0
193,7bcbb334-9616-459a-875b-9182d29c0118,Toggl Desktop,Terminus,4426117,1573324891,1573324936,0,0,0
194,2ec4f846-f56c-4adc-bcda-d9a18675cd40,Twitter - Toggl,TogglDesktop,4426117,1573325061,1573325106,0,0,0
195,56bd8ee8-6728-45c5-a36c-f0202b57b538,Toggl Github,Terminus,4426117,1573325211,1573325256,0,0,0
196,81b5509e-0baf-421a-8f60-edeba9178a0d,Toggl - Download page,Telegram,4426117,1573325381,1573325426,0,0,0
197,aea5725d-bb3e-44b1-b661-547404dc35e3,HackNews - Home,TogglDesktop,4426117,1573325531,1573325576,0,0,0
198,0e073967-f9da-4c87-b256-8fa79bd98d8c,Toggl Github,Telegram,4426117,1573325826,1573325871,0,0,0
199,53337b81-479a-45b4-891f-4872de9afa26,How Google’s featured snippets work - Google Search Help,Telegram,4426117,1573325976,1573326021,0,0,0
200,b249e9c1-a259-4a9f-9766-5a1e2697888e,Toggl Desktop,Safari,4426117,1573326146,1573326191,0,0,0
201,c62a3d8a-4b07-47c2-9b4d-81af6cf52776,Toggl Dashboard Timer,Safari,4426117,1573326296,1573326341,0,0,0
202,01fb4236-0a1b-4b91-ad0a-3a69f3dd90bc,Settings,Safari,4426117,1573326466,1573326511,0,0,0
203,73415d9f-1093-47a7-b98c-096a375dba87,How Google’s featured snippets work - Google Search Help,Safari,4426117,1573326616,1573326661,0,0,0
204,b9c85f85-ce48-490c-9033-97c2955be418,HackNews - Home,Safari,4426117,1573326786,1573326831,0,0,0
205,87132cbe-f7d5-4b5c-bc4e-d6f3a57b78e2,Toggl Github,Safari,4426117,1573326936,1573326981,0,0,0
206,5474de75-cac9-4ad8-ab42-5cd6135eaa44,Toggl - Download page,Safari,4426117,1573327106,1573327151,0,0,0
207,cd5fc09a-c691-457a-b03e-e7954921a520,How Google’s featured snippets work - Google Search Help,Safari,4426117,1573327256,1573327301,0,0,0
208,aa571ed1-4e68-40e9-bca1-887c4c50f027,Toggl Dashboard Timer,Telegram,4426117,1573327426,1573327471,0,0,0
209,5d5311f3-bd98-4817-8827-7ba9cedd5923,How Google’s featured snippets work - Google Search Help,TogglDesktop,4426117,1573327576,1573327621,0,0,0
210,cef38923-ca36-451b-9574-599da414e896,Twitter - Toggl,Safari,4426117,1573327871,1573327916,0,0,0
211,89abbb21-1064-4211-be18-ec113d4de950,Facebook - Home,Safari,4426117,1573328021,1573328066,0,0,0
212,6e2854ec-fe56-4d96-a079-213435a1624f,HackNews - Home,Telegram,4426117,1573328191,1573328236,0,0,0
213,3f557957-99f5-479c-bd7c-d4a355283029,HackNews - Home,TogglDesktop,4426117,1573328341,1573328386,0,0,0
214,a55c4ac0-9850-4b6a-a055-cda7250a60ef,Settings,Safari,4426117,1573328511,1573328556,0,0,0
215,b7b48467-6597-478f-9b6b-65417061f2c6,Twitter - Toggl,TogglDesktop,4426117,1573328661,1573328706,0,0,0
216,03405a89-adf0-4081-95af-4becd82047da,Twitter - Toggl,Safari,4426117,1573328831,1573328876,0,0,0
217,834b7aea-8a74-4945-ae90-a18c577e4fcc,Toggl Desktop,Safari,4426117,1573328981,1573329026,0,0,0
218,9cab37ab-1de4-435f-a6ea-40227393726d,Settings,Safari,4426117,1573329151,1573329196,0,0,0
219,af0da7d6-5b28-4d82-b17f-1ce6af846e0a,Twitter - Toggl,Telegram,4426117,1573329301,1573329346,0,0,0
220,79103708-50c8-4499-8afd-a12b67ad32b3,Facebook - Home,Terminus,4426117,1573329471,1573329516,0,0,0
221,e2e2e8f5-e8b2-4f95-adeb-450018ce6b3e,Telegram,Terminus,4426117,1573329621,1573329666,0,0,0
222,dc187c73-9d10-4797-81bd-5f0f64deecfa,Settings,Safari,4426117,1573329916,1573329961,0,0,0
223,9e90b0ad-5afe-4ead-b2e1-a4a57aa28100,How Google’s featured snippets work - Google Search Help,Terminus,4426117,1573330066,1573330111,0,0,0
224,a34bb1bd-1891-4c47-96f8-0cf3f842a3ef,Toggl Dashboard Timer,TogglDesktop,4426117,1573330236,1573330281,0,0,0
225,f39db9ae-15a2-4dde-aacf-d4fedbb2723a,Facebook - Home,Terminus,4426117,1573330386,1573330431,0,0,0
226,ae51cbc4-37b8-4d03-819f-4fe7ffc0887d,Toggl Desktop,Safari,4426117,1573330556,1573330601,0,0,0
227,943b101e-0c78-45b2-a6c7-f30a02cb2897,Toggl - Download page,Terminus,4426117,1573330706,1573330751,0,0,0
228,52f45d0e-cad0-4a6a-beb0-22dc1227fbf9,Toggl Dashboard Timer,TogglDesktop,4426117,1573330876,1573330921,0,0,0
229,4e7c36c7-76b9-4ae5-b0ac-8ad8f515f435,Telegram,TogglDesktop,4426117,1573331026,1573331071,0,0,0
230,7a491e04-69e0-4f8b-8ba5-63e472f43d81,Telegram,Safari,4426117,1573331196,1573331241,0,0,0
231,f022c771-2f1b-4edb-9d5c-71705860584b,Toggl Github,TogglDesktop,4426117,1573331346,1573331391,0,0,0
232,0b587f0e-f625-4e4e-9e14-051e10b18d1b,Twitter - Toggl,Safari,4426117,1573331516,1573331561,0,0,0
233,ba49ca90-6850-4f3d-a49b-f1062605e017,Toggl Dashboard Timer,Terminus,4426117,1573331666,1573331711,0,0,0
234,cc4fdaa8-d7a7-452f-badf-39597e1abe6f,Telegram,TogglDesktop,4426117,1573331961,1573332006,0,0,0
235,15476053-33b3-4ed0-b808-477cc5ea6c66,Telegram,Terminus,4426117,1573332111,1573332156,0,0,0
236,943c3bc5-32c5-4360-a953-4a55ba880cc4,Settings,Telegram,4426117,1573332281,1573332326,0,0,0
237,31db0575-29c8-48df-b245-9bc5f07cdd15,Toggl Desktop,Telegram,4426117,1573332431,1573332476,0,0,0
238,47480454-de7c-472f-bf20-0a2d3cde0959,Toggl Desktop,Terminus,4426117,1573332601,1573332646,0,0,0
239,c33e96a9-f30f-46c0-bb14-c2788819e5b2,Gmai - toggl.com,TogglDesktop,4426117,1573332751,1573332796,0,0,0
240,ec63738d-906b-4ecc-ab73-761e04aaca8e,Toggl - Download page,Terminus,4426117,1573332921,1573332966,0,0,0
241,b9a9a5e1-5407-402e-93c9-0d7ba1b1f475,Telegram,Safari,4426117,1573333071,1573333116,0,0,0
242,0ff996a7-720f-44f3-8379-dc57a4f98af4,Facebook - Home,Terminus,4426117,1573333241,1573333286,0,0,0
243,c1828676-b0eb-4652-9712-bd8763197f2a,Google,Terminus,4426117,1573333391,1573333436,0,0,0
244,3a6c6f21-9991-45cd-8bc4-51e116fe8b9e,HackNews - Home,Safari,4426117,1573333561,1573333606,0,0,0
245,4693f699-a2dc-43c6-ac4b-6b1947c08c7e,Gmai - toggl.com,TogglDesktop,4426117,1573333711,1573333756,0,0,0
246,676dfd1f-c3ed-4d8d-b00a-a3f4c585995e,Telegram,TogglDesktop,4426117,1573334006,1573334051,0,0,0
247,6fd62a2f-92cf-4077-8370-7daeae7d58d3,How Google’s featured snippets work - Google Search Help,Safari,4426117,1573334156,1573334201,0,0,0
248,2737c6e2-5cc8-4603-8441-dc72cc06fa2e,Google,Safari,4426117,1573334326,1573334371,0,0,0
249,c6a46fa2-d142-4325-ad9c-87f79d191889,HackNews - Home,Safari,4426117,1573334476,1573334521,0,0,0
250,340c5fb4-e11e-40e3-b08d-33d945a281db,Twitter - Toggl,Safari,4426117,1573334646,1573334691,0,0,0
251,e42eeb8c-7120-4842-b8cd-786e8cb23c15,Settings,Safari,4426117,1573334796,1573334841,0,0,0
252,1cf08164-6355-47f9-a837-b159f1b5530d,Twitter - Toggl,Safari,4426117,1573334966,1573335011,0,0,0
253,26049790-1aa3-4138-a67f-039925d82407,Google,Terminus,4426117,1573335116,1573335161,0,0,0
254,90540c6b-bd66-4783-ba2d-becfb4ecac26,Toggl Desktop,Terminus,4426117,1573335286,1573335331,0,0,0
255,4f3a84ca-b9fa-4733-a543-341a6992cd1e,Google,Terminus,4426117,1573335436,1573335481,0,0,0
256,bde20033-f337-4847-bbf1-11701f98f22c,Toggl - Download page,Terminus,4426117,1573335606,1573335651,0,0,0
257,211de09a-eba7-46a1-a501-a9aefdf5bbd7,Settings,TogglDesktop,4426117,1573335756,1573335801,0,0,0
258,990a28f0-9707-476f-b334-a468386a57a9,Toggl Dashboard Timer,Safari,4426117,1573336051,1573336096,0,0,0
259,1d84bd37-0940-42d7-b3e6-90d214d89b82,Toggl - Download page,TogglDesktop,4426117,1573336201,1573336246,0,0,0
260,eb081f47-8be8-413c-be45-6506c2c97997,Toggl Desktop,TogglDesktop,4426117,1573336371,1573336416,0,0,0
261,a8d5e9e6-807b-4a5e-8d5d-c87da3b08b50,Settings,Safari,4426117,1573336521,1573336566,0,0,0
262,8813d07d-4859-4d18-98d9-835de0bad793,Toggl Desktop,Safari,4426117,1573336691,1573336736,0,0,0
263,d0410016-3225-47ea-9951-e3d246bb21c9,Facebook - Home,TogglDesktop,4426117,1573336841,1573336886,0,0,0
264,06073deb-7deb-42b2-a1dc-20ac183ec03c,Toggl Github,Safari,4426117,1573337011,1573337056,0,0,0
265,f5771f62-66dc-4b0a-9352-961e11ccc683,Twitter - Toggl,Safari,4426117,1573337161,1573337206,0,0,0
266,29aab91d-7cd0-4f41-a9de-8c67b10e8963,Settings,TogglDesktop,4426117,1573337331,1573337376,0,0,0
267,36b9c0d9-6881-406e-aa7a-a2be928720f6,Settings,Telegram,4426117,1573337481,1573337526,0,0,0
268,161d12e6-8a5c-45f9-8d99-23b6801ed2c9,Google,Telegram,4426117,1573337651,1573337696,0,0,0
269,b31f49b4-2e78-4e30-8f9e-4e5757694c7c,Toggl Github,Telegram,4426117,1573337801,1573337846,0,0,0
270,5f72b145-55c6-45d9-ac4f-443cc0df561e,Toggl Dashboard Timer,Telegram,4426117,1573338096,1573338141,0,0,0
271,984d5b4a-f03e-4434-91e2-41600d9bea6d,Toggl - Download page,Telegram,4426117,1573338246,1573338291,0,0,0
272,ba1e75d5-288c-4794-a98e-26db8111d705,Toggl Github,Safari,4426117,1573338416,1573338461,0,0,0
273,2f04e2a9-4a76-443e-9c50-46fd6e2a99f6,HackNews - Home,Safari,4426117,1573338566,1573338611,0,0,0
274,03278f86-5cd4-43ba-b68b-5fa9916284ca,Twitter - Toggl,Safari,4426117,1573338736,1573338781,0,0,0
275,6a84841d-f2c0-4d99-bc2f-f78092080c2f,Twitter - Toggl,Terminus,4426117,1573338886,1573338931,0,0,0
276,ec8b1bea-b70d-43d5-85f0-b1208ad4a0ea,Toggl Dashboard Timer,Telegram,4426117,1573339056,1573339101,0,0,0
277,53550752-0298-4540-889b-c74f4f34b587,Toggl - Download page,Telegram,4426117,1573339206,1573339251,0,0,0
278,8c726393-f959-49ba-9c51-ab53b0f8e684,Twitter - Toggl,Terminus,4426117,1573339376,1573339421,0,0,0
279,17f9b207-fbb1-4a00-9b71-25758307a5f7,Google,Safari,4426117,1573339526,1573339571,0,0,0
280,d9222e40-8194-4839-93cf-f5cc0143688c,Toggl Desktop,Telegram,4426117,1573339696,1573339741,0,0,0
281,2761f77f-c6a5-42ca-9476-91a586c4298c,Telegram,TogglDesktop,4426117,1573339846,1573339891,0,0,0
282,f9175d92-70d1-48d5-b2ba-0bfc682db390,Twitter - Toggl,TogglDesktop,4426117,1573340141,1573340186,0,0,0
283,2d15d538-8ab7-413f-9bdf-6d6d175aa281,Settings,TogglDesktop,4426117,1573340291,1573340336,0,0,0
284,05a0d892-3da6-4cca-a8cb-13d71c06a1de,Settings,Telegram,4426117,1573340461,1573340506,0,0,0
